MAL_ID,Synopsis
16051,loss academy academy basketball team coach time effort improving sport day day time rivals strengths friends
16059,boy female bosses battle hero loses day battle bosses suddenly trap care maria acquires power sleeping decides bosses
16067,humans lived beneath sea people preferred surface abandoned living permanently consequence stripped god protection called allowed time sea surface widened contact peoples existed friends forced leave sea attend school surface meets fellow student sea friends lives bound change deal deep discrimination people sea surface personal lives impending surface
16091,hundreds war humans happened humans war deep hard eliminate seal evil day humans day hear hundreds decide visit
16123,rest school team proceeds national level championship reaching prove difficult opponents par exceeding skills refuses fulfill goal sister
16131,ship crashes crew fight machine
16149,day respectable bringing gifts local newly employed night lady popular professional kick heart tells dynamic pair meet express hidden
16159,time century century destroying
16163,helps star
16187,college married conservative woman saving sex marriage considered senior plans change finally chance takes succeed evil conservative woman
16201,boy reading books du girl school distance day du classroom runs pick classroom book uniform mad uniform dying shame weird girl class uniform recognizes spirit knowledge control life closer dark secret intend
16211,stage close period age time natural disasters left chaos wake living helping people troubled capital city scenes secret precious stolen people political powers people backer roman
16233,experienced japanese
16251,object attacks ship mission search object summoned follow leads meet object red silver attacked sources takes battle defeat red silver save matter
16255,modern day odd couple virgin meet accident middle eastern desert return japan life start dealings jobs fake
16257,kingdom foundations money step defense
16259,keith george edward shaw team formed protect evil neighbor suddenly condition green stands earth
16303,stolen star planet exists space built thief doctor bell doctor bell schemes prince star prince intellectual decides head earth pursuit doctor bell
16385,anderson continent participate friendly war games allied nations republic hero hero hero friend dog days human prepares japan set travel england suddenly streak bad luck form sends forest protected threaten forest continent real war dog days heroes save continent evil
16393,october autumn tokyo lives family father draws pay job ordinary cover expenses decides floor apartment earn additional rental income day dog accompanied boy dog knocking doors dog addresses agency intends rent unit office president bureau director recruit sons employee girl door school student day official office telephone signal
16397,mild school coming average summer break receives digital single lens camera gift design social life shot arm
16399,professor spent fortune create robot powers sensitive hearing vision strength powers electric defeat pair giant robots
16405,sister living day returns live energetic osaka girl
16417,shopping district lies close community business owners girl belongs family shop called day talking royalty distant land calls seeking country prince intent mission develops painfully subsequently unable fly takes residence family community friend hide true feelings fierce rivals drive wedge happen task finding prince
16419,middle vivid passion friends alice school field trip trump kingdom create giant havoc midst finding destruction cure cure combat meets cure allies ability transform trump kingdom cure takes resolve partners cure heart love attempts ally cure pulling alice fray partner ally transform cure diamond cure battle trump kingdom protect love destroyed
16434,mike returns injured combat family friends leaves starts country
16436,girl school angels live angels live accident offers eating bizarre effects causing regularly birth mushrooms life
16442,day pretty receive invitation party honor heading party school shadow shadow converted trouble school shadow pretty fight protect
16454,school sits ocean unpopular guys spend time beach studying beach search source
16476,century lost sexual government decided start program improve sex lives sex dance sex improve society
16512,sunday set caught friends war survival signing contracts attract attention underground agency led recruited friends fight bond ordinary citizens day appears havoc japan lives lost process night defeat costs
16514,terry tough guys school teachers fight defend pretty danger people love rescue pretty girl gang fight friendly recognize police break gang star school baseball team
16518,boy noble family expected life word growing weak reaches city claimed female birth succeed woman awaiting replacement witnesses assassination attempt guard crime head forcing escape forest modern day japan escape hearing called alley path switches power newly weapons power meets sets restore
16524,distant future majority humans left earth alliance founded guide exploration ensure prosperity threat form strange creatures called war prevent armed chamber robot alliance joins battle unfortunate events loses control battle cast reaches space crash landing earth blue planet fleet ships chamber ocean thinking actions aboard takes girl realize residents dangerous believed faced uncertainty unable space attempts bearings peaceful days lived ocean covered planet meets eye
16528,beautiful woman died sudden accident left gloomy house change requests robot appearance house save returns day day increases efforts initial reluctance slowly break depression meets eye learn unexpected truth relationship human
16552,kim basketball player junior asian cup competition hong king plays final match chinese team dramatic shot brings victory korean team korean daughter forget impressive shot sought university basketball team decides famous team coach kim advises
16556,boy born day spirits struck korea citizens family learn human strength intelligence boy grows family korea rid korea chaos caused
16570,frozen south river seoul korea
16620,kids pilot giant robot defeat evil space aliens space
16638,tumultuous summer vacation school term constant love assault day tennis club leader announced participate school festival month decided decided candidate term student council tumultuous days transfer student suddenly appeared class
16642,love sister sister decides leave house reasons leaving worried feelings unwilling
16644,sex friend bothered noticed
16664,deep forest plants day day day baby shoot takes convinced earth blessing wife raise watching grows energetic girl fits village children enjoying youth offer fortune gold forest life completely changed gift takes daughter real wealth family mansion capital leaves friends enter unwanted life royalty purpose slowly light
16668,true era humans expanded space started living independent split major nations atlantic united military pact federation wage war earth outer space war torn era japan islands republic economically maintaining neighbors outer space colony peaceful life upside sudden fleet neutral colony objective seize powerful rumored weapons hidden deep school academy chaos targeted friends lives enters contract power exchange aid agent strategist revolution
16680,exists lived race alive desperate led accompanied legendary creatures arrive city city initial city center driving threatening existence local leader fast bound destroy entire city save city
16700,deadly virus discovered village residents friends left confused frightened situation search spreading drastic plans leaves friends escape village reach time fight lives enemies
16732,left japan participate england time close friends alice daughter family living time return japan express language barrier student school receives letter air mail language understand letter alice detailing japan alice attending school living friends karen attend school learn offer day day
16742,living school lives dating boys believes ready school prepared reality girl realize friend support love brother attempts school life life school attempts overcome personal barriers live life
16756,ultimate universal brings destruction battle people team revival assassination attempt failed managed slip body child grew grew strong desire earth recruiting battle master fight aiming destroy fate accept
16762,lives normal life school parents circle friends feel missing life lived life desperately stay class trip beach returns middle night receives strange messages voice hear voice person desperate meet goal person remember obstacles stand meet
16776,rural city target
16794,evil doctor butler dark energy throw chaos heroes enter electronic capture save
16798,boy toy robot ordinary toy
16800,pet set save girl
16802,kids middle nightmare powers evil
16806,kids save giant robot
16808,hero sets
16812,family
16814,hero
16816,korean david
16818,pollution earth environment reaches critical level people space
16820,boy electric powers innocent
16822,exists team duty protecting freedom justice peace universe master killed traveling rest passengers green people leo plan fate people earth balance
16824,boy practices baseball deal
16828,earth danger set giant robot save
16868,house knowing process house receives meet park revealed park talked time bit fun crowd park school admits feel changed tells hate town beautiful person met realized runs bus start talking tells cool staying true leaves regrets embarrassed suggests likes house delicious mom house tells glad watch walk holding hands
16890,william family rare day uncle lost business failed family william returns searches family butler converted cash search premises yields underground left seal william summoned tells william reveals william choose acting
16894,championship finally basketball team efforts training harder chance participate winter cup friends walk lives providing challenge court skills developed alliances enemies teams giants school basketball stand attempts schools prove foes progress struggles balance resolve play team desire win challenges court set foes defeat achieve dream beating generation
16908,odd food exists village residents village spend days waiting customers eat helps troubled realize dreams day customer mother cancer leaves cancer cell dream meet mother day spends days day
16910,spends time fishing incredible surprise realize meets crazy drinking time fishing appears life
16912,hold table discussion
16918,hard tired live expectations meet brand school decides agricultural school school located escape stress brought parents initially convinced institution proven wrong individuals living farms entire lives food livestock morning labor care farm animals complete harsh agricultural life gin student fit completely environment meeting unique people struggles hopes discover dreams lead life terms
16970,hospital broken arms summer vacation start picking
16982,events occurred eyes maria return daily lives mansion mansion
17002,lengthy music
17012,month random girl comfort station students staff school comfort station pleasure
17020,counts theme characters iii
17080,battle silicon based outer space reaches phase north scattered eventually independent attacked chose thinking existed human race human chaos battle brought
17082,centers school daily life happening
17088,baby modern day south korea
17090,baby friends
17092,troublesome lives life bit father lives middle east mother died running fast hong du track field coach school takes notice talent train
17113,defense forces dealing food theme defense forces decide attend class carnival event parents eat ken mystery woman bring legendary ken head event mountain class organization organization eliminate class seeks
17115,friends start white meet hear voices hearts door truth leading humans lies
17117,class japanese volunteer war effort
17121,future japan lives apartment parents mother overseas aging father cat san left family day declines father invitation dinner lying night receives sudden news bring family closer
17141,feature career police officer passenger boat security police royal family
17157,moving apartment art school student crack wall eye contact neighbor door inform crack trips falls process matters worse photographic evidence sexual leaving crack attending art school set unique friendship wildly potential
17165,planet destroyed evil resolved enhanced human space queen fight final battle
17205,dream break frequent colleagues beverage edward barrier picture drama ideal summer vacation
17209,surprise birthday party planned friends
17211,moves tokyo japan island insists bringing favorite horse king planet belt transform hero protect pretty rival
17233,house wildly focuses woman moves town meets spirit house seek spirit hatch scheme save house magic
17247,royal academy founded development machine magic capable life intelligence mechanical subsequently called aim train skilled control globe begun failing academy defeat students earn evening party fight standing title granted access powerful arts challenges charlotte attacked students saving opponents forced search gain access party driven fights rise claim title
17249,colors music extremely owner shop crown dream day manager newly shop recruiting middle school dance applies dance experienced spreads moment girl rainbow music
17259,basket fan
17263,mothers village friends leave village set save mothers mountain winter desert summer kids head called kingdom mothers boy called traveling secret
17265,eye japanese everyday lives popular tale game update unable college student confusion shock lasts moment veteran game sets explore limits reality learn live leading negotiating bring stability city joined unfortunate friend time trapped fierce labels master tale fantasy politics horizon elements eyes master strategist attempts situation
17267,fans holmes alice decide form unit calling
17269,reached steady decline resources universe humans return earth war humans control planet eventually government prevents population earth elite defend earth fleet ships command diplomatic elite earth fires diplomats rest fleet decides dark matter planet passed legendary control plans control earth true preparing final determine fate
17277,code picture drama lives characters searching killer unit british empire drama inspired classic
17291,popular hold main character friends ken fighting enemies day day
17325,war held weapons frequently hero son prince fight army empire forces head control universe
17341,friends decide challenge rock climbing sight wall fortunately explain rules climbing wall friends overcome challenge
17357,dress mother sudden appears takes glad meet dog time friends alice precious memories changed continue future fight protect memories future
17359,life franchise
17389,devastating battle returned focus pursuing king china target stands geographic stepping stone swiftly rising unit seek recognition soldiers motivated lost battle preliminary competition social status royal palace turmoil opposing regime hands lead era war resolved names history creating unified china
17395,divided giant wall prevent dark shelter refugees cities called built private ninth ark day capture seemingly simple leads conspiracy
17427,teacher photo desert china finding
17437,production continue stage bright future producer stood kinds difficulties time foster friendship discipline step future
17457,comedy set characters
17485,preparing fun spot falling star
17489,classic tale jack
17491,garden sole purpose accepting sexual actions participants allowing fulfill sexual unable discover earth
17493,girl lived war people struggle living
17497,focuses main friends managing day land lady box mission friends collect magic time attend academy shop called friends planned failed happened students scared met girl decides life change friends stick bad luck protecting box stolen
17505,japan people giant land people desperately government office established gathering strong defend master father incident occurred fault seeks father office meets lovely woman helps manage family tea house forced saving fate earns spot rid land
17513,father live mansion brothers family confused girl arrived realize mention intentions meeting brothers question father feels strange pain brother life takes days endless nights brother falls deeper deeper
17521,ken wolf boy ken brought compared book main
17541,called met entity life changed
17599,time set era future era schools float tokyo sky freedom movement flight mechanism fly transportation easy result
17601,japanese children picture books written likes play characters include bear sister
17613,energetic lives secret forest called forest mother engaging popular forest everyday friends girl rock play music mouse lot
17621,north god fast approaching earth destroying path fighter legendary planet deadly battle
17624,rescue team
17635,tells love set
17651,fortune teller living uncle daughter lost mother age left deck cards dream follow fortune teller night dream attacked plant monster witnesses stronger defeat monster forget existed close monster explain organization power fight evil creatures girl inherited mother power sun card realize people decide save left wipe existence terms grim duty protecting bonds organization team deal grave threats
17667,boy transfers school
17669,comedy kids forming school baseball team leader
17671,participate olympics games mexico
17679,battle killing royal japanese family white bear protects
17681,set fantasy water suddenly bring evil creatures threaten living planet defense force battle enemies grow
17703,nonsense comedy school boy
17729,transfer student admitted academy live ordinary school life dream true time academy consisting principal students inevitable slowly learn truth students academy share academy acts fruit fell trees begun catalyst save save save
17733,daily life birds including duck grey
17741,lived calm life fast life city appeared life tokyo live family time left memories period abruptly disappeared life left questions time moves tokyo live sister pursue career cook reality wishes start attacked sister cleared feelings avoiding seemingly reason
17745,written brother read letters person express hate
17747,feelings son slowly son feelings mom friend son slowly starts enjoying break fall son
17777,family starting rebuild bring son daughter ride school freshman history father figures slow accept accident hospital ghost girl age deeply love pass final reward love meaning body life depends sharing ghost overcome family bring fulfill feelings feelings
17811,waiting park arrive person mind watch transform await
17821,arrived school division women academy invites club called student head club military survival games include students japanese students family runs japanese shop
17849,comedy desk worker hotel hotel features skills assassination takes people trouble business hotel skills talking male hotel manager
17873,team start islands
17895,accident struck memories decides life law school tokyo adjust college life beautiful dramatically life chance meeting marks college life friends fall love mistakes grow discover path chosen leads bright life forget
17909,living humans existence creatures son influential family spends days care humans ability dealing woman peace painful memory father head community killed humans friday trials brothers struggle avoid demise coming closer truth father death
17917,events largest pro established people entire living player transfer student integrated academy island japan prestigious institution raising players academy requires extremely competitive hurdle champion official rivals secrets academy
17919,sky limit hand set school view night expects door garden complete boy red hair garden disappeared remains brilliant sight odd leads door occupied start hitting friend called return selected dreams stars true friends attempt gather pieces spacecraft engine return engine idea
17947,pair researchers stays dying planet daughters hopes finding revive planet husband falls dream planet die sister wishes sets friend seek distant arrive japan earth search key planet meet fate
17951,brothers snow white famous cat
17953,original white friends ufo ufo crash sites learn aliens
17955,sleeping beauty charles
17957,supposed fun day received town counsel building flood wall combat impending mad cancel plans understands save lives fighting sister
17959,doctor chief ministry science brought digital brain aircraft doctor trip combines robot doctor son died traffic accident revived
17961,boy helping professor exploration trash star floating space star robots thrown robot mountain robot escaped verge death takes earth fighting feel warm friendship born day trash star draws earth hits earth huge explosion earth chaos crash earth protect peaceful earth friendship
17969,era cards incident boy key friends cards facing
17979,days receive parents
17981,time
17983,star adult falls sky helps health regain confidence
17985,stone bringing greed friends
17987,creates robin
18003,presentation toilet equipment japanese toilet manufacturer technological advances field
18029,helping lie learn
18031,halloween corner local apple farmer host contest son fight boy decides leave failing host friend rescue angry differences farmer family
18033,class san town postal worker hard time delivering mail age gift hard
18039,centers ordinary school boy lives leading situations
18041,events original paper agreeing wind unknown fights happened school days spends time attending college feel belongs day book instructions night volume book delivered house pieces suddenly started books coming notice books published incomplete hand message
18081,country mouse city mouse
18087,search brother
18095,left favorite unexpectedly retirement peak career biggest fan news proves difficult bear shaken core depression imposed day friends managed convince attend school surprise transferred class development resolve advantage lifetime opportunity support teacher friends close girl dreams reason retirement entertainment industry
18097,fighting game japan sector country stepping field challenge emerge japanese players form football international vision bring teams country action selected play japanese representative japan surprise coach players previous experience playing team japan huge mountain climb building chemistry skills set stage bigger
18115,celebrating victory friends land battle time separate country empire head country ruled investigate events kingdom magic encouraged set pursuit goals training kingdom magic friends separate facing challenges threat rise war looms horizon
18119,frustrating insufficient citizens civil employees discover scenes civil allowed birth certificate guy slack nervous time worker experience satisfaction government employees supposed trained idea incompetent senior unfavorable clients starts lose faith chosen encourage
18137,entered age speed railway conference introduced laser rail form travel trains confined ground operate laser rail train base established trains globe installed robot bodies train heroes born train base train heroes strict training sessions occasion called assist disaster rescue relief
18139,focus school constantly neighboring paying attention class worries items elaborate desk war played pieces desperately attempts focus class repeatedly intriguing trouble teacher fortunately
18151,appears doctor school advantage position female student likes putting targets control unfortunate sex
18155,characters popular moon brown james living town
18195,lost baseball game team decides party return usual struggles strange occur leading closer truth secret discovery changing peaceful everyday lives brings conclusion cast weight strengthened bond friendship terms regrets weaknesses
18229,ordinary life change robinson hands book called note device legendary city stressing existence remain secret fellow takes base operations leader reveals purpose eliminate aliens pose danger threats called mess increasingly dangerous destroying touch recruit chaos
18245,light music club verge rate dream performing school festival realized exhausted fingers white song play voice piano performance marks white final complex music stage
18277,days ordinary school student district island abrupt leaves remarkable thrust center attention discovered fourth powerful potential lion king organization sends monitor threat kill boy deemed powerful forced form alliance terms struggle protect city emerging chaotic forces
18295,continue fight forces remain midst battle including fellow girl feelings relationships loyalty army tested clash power reaches
18307,korean space opera
18343,explaining background tank units
18393,mission defeat troublesome guild split town time rest events runs happy struggling motion friendly matches assigned matters worse relationship suspects popular discover add clash powers common
18397,survey corps mission determined capture receiving clearance smith spotted nearby meet numerous questions life behavior normal enters wood leading specific spite death valuable piece serve tide moments jean escape boring life mother military ultimate goal military police live peace luxury time training corps jean eventually stolen glory jean challenges fellow battle determine strongest training corps mission forest ability stay alert threatening situations task boring lead fighting true lead stay true mission rest slack exciting activities trouble strikes completely
18411,fox spirit protecting temple era family power agent ability limited living relative time mother passed inherited ability sole remaining family fox spirit power people community spite differences
18443,prove player leg trial school team impressed contribute team realize true meaning
18447,human history kingdom existed earth people kingdom regarded people powers gap widened social classes kingdom troubled greedy power collapsed girl destruction day chairman union burning control watch friends hands union
18465,college returning attempt recruit club club attracted drawings fears club fans bit removed original purpose
18489,spring festival corner wolf feel happy wolf baby wolf catch sheep castle torn homeless wolf fight time sheep moon returns tells sheep secret sugar moon sheep moon war moon filled sorts moon sweet residence moon day lord moon intention happy life earth seeks leads including wolf restore peace moon
18491,thousands fall wrong hands real door race time enemies heroes
18495,friend school club club meaning club exists school expressed joining club school likes fighting bears rich activities club
18507,love water passion school race friends claiming victory friends separate school students care returning attend school sole proving bitter decide form school club fourth hope enter track team time compete draws develop close bond training intensely settle
18523,hole flooded prepared lord rise situation straight hero ross ross trapped plane magic lord comfortable simultaneously prison favor companion ross continue attempts prevent lord ghost ross threaten success
18525,cross sen
18549,random characters form
18567,rough osaka parents split meets helps settle life job station bear gang eventually gang
18569,tale gangs personal
18589,day forest plays day died fight causing
18591,annual star festival honor stars bring life drawing abandoned brought life star life spends time fun convinced enjoying meaning life star life starting disappear builds huge robot inspired memories birth
18599,dog ability speak humans human language owner likes guy dog birthday biscuits dogs humans sidewalk runs biscuits encourages mind biscuits approach talk secret talking dog owner love
18603,comedy family living modern day tokyo son head
18617,national managed prevent school japanese ministry education troubles horizon ministry official argues deal legally school carrier students families frustrated save school hope proposed match stars university team consisting students country severely outnumbered accept challenge
18619,brilliant victory university school italian school national school led advance battle equipped tactics secret weapon mere unexpected win match lose school edge
18627,nasa rocket desert appears strange black unknown eating planet earth ship investigate suddenly
18631,centers loan charges days money collecting tactics feared osaka business district
18635,country girl prestigious school likes rich arrogant boy likes
18655,children caught building broken stuck rubble plan strength modern day knight saved incident decided promised protect justice fulfill promise protect justice love starts growing hearts
18671,living enter school relationship remains struggles girlfriend gang keeping advanced grade matters worse girl middle school appears events revolving develop relationship
18677,hero king enters hero training program pursuit king defeated peace returns hero training program suspended indefinitely impossible hero electronics store called magic shop leon hero training plagued retail hire appearing boy female daughter late king handed responsibility training employee life
18683,student school body tough rumors spread gang leader business likes beating people handful people including girl fell love cook likes enjoys person carries aid unfortunate events gang fight criminal people assume worse
18689,pitch completely missed loses final middle school baseball game frustrated defeat reach national school unexpectedly invites tokyo prestigious school potential unusual pitching style encouraged offer ready improve skills play competitive level baseball surrounded skilled players struggles team declares day team fellow title earn spot starting addition players powerful lineup baseball team aims japan facing foes stand
18695,living heads dilemma falls rival starts putting pressure accept deal support return
18703,sci tale ecological police keeping space pollution
18713,written issue magazine
18743,built tokyo chinese mafia lin gain control owning majority stock company charge construction lin plan chinese mafia attempt tokyo hong kong friend helping lin hold stocks friend aims friend keeping lin
18745,club prepares cultural festival
18747,war
18767,set december streets anticipation start word spreads class rebel head appeared city apparent aim grim destruction controlling collect array
18771,era birth historical brilliant military family legendary friends piece history dangerous volatile time japan history recall accomplished position sit
18795,flying space
18821,friends rainbow mountain rainbow mountain requires challenges
18823,preparing santa visit
18825,falls stay mom sister field trip riding helps bad person sad hear planted time
18827,save kingdom break sleeping
18829,trip class
18851,class excited school sports festival proposal event received main event dance teacher huge reward require bit practice close friends level headed energetic shy athletic win dance event class bet win
18893,drastic effects global warming caused sea levels rise major loss land ensure lesson fleet powerful equipped advanced emerges causing overwhelming defeat naval forces calling fleet ship mental model represents ship heart union core model follow unknown authority code implemented prevent humans traveling sea national marine academy mental model unknown reasons hope peace friends form blue steel set dangerous
18897,student school sole heir family promise friend lock key girl grown typical remain background spending school days middle school crush american gang family turf romantic dreams dragged frustrating conflict romantic relationship beautiful daughter chief reduce reality lie fall hate sight girl convinced eyes attractive daily couple forced maintaining city peace life search girl holds heart promise leads unexpected expects
18967,reporters school paper period
19023,christmas band wake plays debut song audience fanfare concert manager takes money leaving green leaves entertainment verge band future tumultuous chance business proposal rocky climb climb ready wake internal external struggles time girl band finding accepting competing popularity pop band accept futures faced increasing stakes popularity band strength band
19067,future card card game future card takes card game parallel universe cards buddy rare cards bring earth humans friendship fight challenges people ages friendly main character started real
19087,monster eggs acts trouble eggs payment fee schemes service total failure clients program
19103,ideal wife beautiful keeping secret husband worried husband dark secret time body enjoying excitement husband eventually
19115,aftermath devastating conflict experienced tiny island border corner friendship children countries overcome language barriers waves history inspired true events august told lost war time understand day changed soldiers wearing arrived island day met
19117,sky spoken ancient el island sky division enjoys life surprise attack air tribe bloody war
19125,space dreams
19151,academy located town called hill sport school students learn ride horses properly main character training knight suffering injury dropped knight program joined assistant program animal handling skills experience hot commodity multiple beautiful school personal refuses offers day bizarre accident friend challenged knight agrees temporary partnership annual
19157,primary school student innocent child age day decides venture deeper forest ghost glad set decides reward guardian forces exist watch enables watch cat spirit trouble watch powers encountered aid ordinary primary school student encountered follow discovery provide precious life grow
19165,cast fate characters led manager
19167,suffering severe people cooperate flood prevention people endure forced central government indication bad feeling century
19207,centers girl struggling english girl contract familiar aims tokyo arena
19209,scenes
19283,deep village lies household prestigious family women beauty brought household death parents repay serving loyal butler sister raised family love mother lives elegant reputation household dark secret sustain vast fortune influence women family required participate village pay sum chance bed women head threatened unable bear declares main offering night draws takes protect sister prepared carry duty household boy ensure bring harm
19311,town forest called creatures lives father brothers school friends brothers famous inventor professor
19315,abandoned parents depend led beautiful red appeared nightmare virus hatch effects desire hand partially gaining remarkable powers resolve promise sacrifice precious sister tells brother desperate struggles save sister protecting
19325,forest friends figure girlfriend force laser beam unfavorable plate handle
19351,beautiful tall grade kid age daughter office chief station entertainment mom legendary actress died truth family secret living prince actor create discovered running pet drama set lacking actress food role
19363,agricultural school tough rural agricultural school future discover harsh beautiful realities
19365,hero hide defeated accept evil firmly day earns living famous model night hero armed seeks bring justice city break law people street catch attention public leading discovery identity initially telling leave crime activities police joining preventing bizarre involve fate battle true meaning hero
19367,galileo completely meet eye eye day suddenly attacked organization organization galileo tesoro galileo discovered escape built sudden attack easy constantly odds tesoro organization relationship action mystery
19429,transferred elite academy private school catch fellow students class black challenge kill sweet succeeds granted desire matter difficulty cost chance fail kill expelled extraordinary reward decides action target drawn girl supposed kill entire class refuses friend die protect growing
19437,heroes set rescue
19457,defend earth environment forest main threatened helps animals
19463,sets rescue rare animals
19467,people foothills van prince kingdom hand enemies individuals earn feeds helping chores royal family live peaceful life neighboring country rebuild kingdom
19479,crime deal biological weapons arms dealer
19497,falls love human girl adapted children picture book
19501,gang normal determined intended boy woo girl school creatures crash day helping tribe stone power brought creatures fight friends evil catch phrase manner
19505,kid brought island sea lives life animals dying father real father passes foster father reveals kid real father morgan rules kid decides set search real father learn death title notorious tiger hook protect kid king father ship
19511,comedy filled revolving brothers fried eggs
19517,space planet scorpio brothers saved protect previous plant decides leave planet head black hole worm hole planet palace god save fly planet
19535,eagle secret society step defend evil
19575,attend schools boys day surrounded decide swap time bit complicated possibility leads sharing brother leaves questioning likes guys queen school vulnerable position leaves heart racing arms couples secret switched revealed
19585,lives typical japanese family father normal salary mother typical mother care family uncle school teacher manage odd situations growing process simply habits
19587,main characters letter friend mother eggs hatch legendary island greeted warm huge hits island eggs missing save eggs returned families
19647,japanese champion defended title belt devastating signature roll rising left claiming answer responsible opponents step challenge weight pride destroy strong fellow claiming belt ready japanese champion rising stronger cast bodies hearts harsh professional iron steps
19653,takes time pits poison called earth people called ocean people protect effects poison single light hope weapon road legendary counter effects poison save fallen nation stands save
19687,born bring disaster sixth generation appeared narrowly strike forces nation true identity encouragement father numerous trials finally bound island hopes prove spirit saving threat island loyal waiting ready battle oppose master return true nature inevitable conflict father
19703,bring drew life quietly lived wife black human form children day land concluded drawings caused solution response family fled creation glass city peaceful suddenly children left care city duties worse girl crashes sky declares armed giant key paper city
19705,thief
19729,gang hits bar night desirable signing bar close local attempt rescue compensation fellow gang deep woman married
19759,class ready class trip excited class students aware opportunity time trip exciting dangerous attacked bunch hired red eye ready claim prize students class rely
19775,destroying earth race pursuing narrowly escaped fled giant seed ships deep beneath seed ship search food upper levels dragged events knowledge assault fellow soldiers friends defend hope survival defeat foes entire life hero
19781,close real enemy challenges powerful opponents master body sea extremely loyal engaged intense battle reveals appearance
19783,gang osaka fair share turf wars women school school attitude
19797,osaka boys clash gang leaves
19815,game life comedy shut duo legendary blank view real game strange mail challenging match brother sister plunged meet god games god forms conflict fate countries settled war stake games fundamental rule party equal party strange land idea reduced child play duo finally real reason playing games races defeat
19825,called card wishes collect strong cards scattered space battle rivals discover happened
19839,skills player
19841,involves sister brother bit bit everyday life school
19843,dream designers travel future time modern day dream town names japanese future future collect escaped town joins mission appears
19855,japanese school student visiting taiwan school trip suddenly attacked agents gene holders government agency arrive weapons spirits historical figures revealed gene holder soul rescue friend
19871,discovered rare metal called huge energy mining strange metal constantly attacked race creatures bodies forming garrison organization dealing send defense humans wear called gear battle threat opposed organization called
19873,stars school boy success robot
19943,silver olympics japanese winter olympics
19947,school student baseball recognized manager baseball club takes sport ignorance game leads mistakes displays leads team school baseball
19951,hidden source energy potential runs master source power potential light hunter association control access forms learned master chase wealth power dreams powerful hunter chairman hunter association decades hunter dark shadow users arena battle olympia mission protect association threat driven succeed
19953,girl answer started easily stuck thinking easily moved start
19961,comedy family deals crazy friends neighborhood
19965,rocket crashes beautiful blue planet bed green friends kinds creatures andy doctor tall tiny residents land identity planet danger posed enemies planet creatures called human massive creatures rocket funny earth
19983,arts sets mother secret arts techniques
19997,boy scientific skills fight enemies
20005,comedy armed forces
20009,kids animal
20021,set couple events art sister meet school emergency counseling pool emergency counseling set aiming incident art hopes determining pool counseling
20031,family gang close friends academy day term gang putting game development club club attack knock friends forcing fight life failing escape gang leader joining game development club responsible provisional membership student council president club school shadow leader game development club constant desperate attempts leave club realize enjoying
20033,original character design march character singer concert wo iii secret mission tour character appeared range merchandise social network game girlfriend beta setting style kinds color dreams changing favorite color
20047,friends middle school plan attend west school assigned class twist fate classroom matters worse school shut final students chain unfortunate events set sticking create wonderful memories attracts attention female friend growing sharing deep classroom bond friends gradually aspect unique friendship inviting conflicts
20057,universe strange aliens job hunt aliens register reward sounds easy weird happen chance meetings chefs hunting aliens easy boring robot vacuum cat ship searching danger space baby
20077,introduction manages foot social situations
20081,nasty time causing endless trouble son law daughter
20083,town tokyo lives middle aged spends days conducting business ambitious celebrity cover popular magazine day discover leads space reaches control devices command grows sets hand evil girl friend strange wearing transform strength challenge poor continue fight justice creating excitement entertainment pleasure
20115,race car driver competes race car left father
20141,set tiny european city floating air practically contact government republic occasion national exhibition held exhibition secret royal sky
20147,boy uncle sends confusing plans robot america boy mistake assembly leads unexpected
20159,creatures variety types powers diverse numerous doctor dedicated life studying caught trained traded battled lab mind boys computerized catalog green arrogant doctor boy red equally filled wide mildly sense red region attempt complete exist discover goals originally red leaders steps league challenge elite league champion goals champion red brewing capture train reasons criminal organization team rocket red defeat fellow rival green wild fulfill dream doctor
20173,touted forest huge body size orange appearance child tender age strong sense justice people depressed troubled flow roots feelings people solve grant wishes
20189,son born stone powers carried saved son india lie wait
20205,mountain guide dog
20223,historical tale life eventually establish period japan
20239,comedy noble modern times salary constantly family workers
20329,comedy title character regarded hit japan kill killing expanded include summer vacation hit fails kill target aim misses
20431,bureaucracy business running efficiency chief deputy lord king offering counsel japanese receiving diplomatic christian runs king imposing shadow ready beat challenges coming bloody pulp boy armed negotiation skills worthy wall street level headed spends days familiar popular japanese east asian middle management positions dark comedy brings meaning phrase employer liability hard manage employees
20507,times strange telephone red hear introduce god minor proclaimed delivery god dreams millions single dedicated goals realized spends days odd jobs yen apiece weapon partner fed master grim god fortune middle school girl supposedly car accident hit event caused soul loose leave body demands return normal learning partner agrees luck finally
